benchmark,bits,distance,dual_status,ipopt_objective,objective,primal_status,random,time
unitbox_c_10_10_1_100.jl,6,1.929346575878125,false,-14.179042131697477,-12.59,true,false,1.2299999999991826
unitbox_c_10_10_1_100.jl,6,2.0015745889318923,false,-14.179042131697477,-11.079815775563931,true,true,6.0599999999946315
unitbox_c_10_10_1_100.jl,6,1.99915788142218,true,-14.179042131697477,-11.519733122211028,true,true,4.9200000000040385
unitbox_c_10_10_1_100.jl,6,1.7599170118028264,true,-14.179042131697477,-9.531063809855606,true,true,1.559999999998902
unitbox_c_10_10_1_100.jl,6,0.849928329444619,true,-14.179042131697477,-13.610000000000003,false,true,1.0499999999993357
unitbox_c_10_10_1_100.jl,6,1.4533898107885257,false,-14.179042131697477,-7.910558111649702,true,true,10.000020000021332
unitbox_c_10_10_1_100.jl,6,2.194933094551078,false,-14.179042131697477,-4.201495318684359,true,true,10.000020000021332
unitbox_c_10_10_1_100.jl,6,2.0928884223822357,true,-14.179042131697477,-4.795856871066808,true,true,0.9599999999994122
unitbox_c_10_10_1_100.jl,6,1.3989498936157723,false,-14.179042131697477,-6.499342156163225,true,true,10.000020000021332
unitbox_c_10_10_1_100.jl,6,1.4226191751889417,true,-14.179042131697477,-10.6,true,true,0.9899999999993867
unitbox_c_10_10_1_100.jl,6,1.4019786790234565,false,-14.179042131697477,-12.873585973563872,true,true,10.000020000021332
unitbox_c_10_10_1_100.jl,6,1.6499630878753813,true,-14.179042131697477,-12.129999999999999,false,true,1.1099999999992847
unitbox_c_10_10_1_100.jl,6,1.332447356821355,false,-14.179042131697477,-6.759622490831705,false,true,10.000020000021332
unitbox_c_10_10_1_100.jl,6,1.4206312327602424,false,-14.179042131697477,-10.84612953066804,true,true,10.000020000021332
unitbox_c_10_10_1_100.jl,6,1.9118853686785722,true,-14.179042131697477,-6.910000000000002,false,true,1.1699999999992337
unitbox_c_10_10_1_100.jl,6,1.911885368828238,true,-14.179042131697477,-7.040000000000003,false,true,0.8399999999995142
unitbox_c_10_10_1_100.jl,6,1.2593462721559623,false,-14.179042131697477,-10.716444667973525,true,true,10.000020000021332
unitbox_c_10_10_1_100.jl,6,2.1205784903447964,true,-14.179042131697477,-9.815745217806251,true,true,3.5700000000088132
unitbox_c_10_10_1_100.jl,6,2.0679313524785177,false,-14.179042131697477,-3.0282555164638274,true,true,4.830000000004781
unitbox_c_10_10_1_100.jl,6,2.0276862754406855,true,-14.179042131697477,-10.539275572031631,true,true,3.720000000009796
unitbox_c_10_10_1_100.jl,6,2.1576157403288403,true,-14.179042131697477,-8.31,false,true,0.5399999999997693
unitbox_c_10_10_1_100.jl,10,0.02383182774162205,false,-14.179042131697477,-14.176863827401647,true,false,3.780000000010189
unitbox_c_10_10_1_100.jl,10,1.019025411530081,false,-14.179042131697477,-13.722980242187147,false,true,10.000020000021332
unitbox_c_10_10_1_100.jl,10,0.1568548511239235,false,-14.179042131697477,-14.182994873379789,false,true,6.179999999993641
unitbox_c_10_10_1_100.jl,10,1.0606449734040466,false,-14.179042131697477,-13.860947033374277,false,true,10.000020000021332
unitbox_c_10_10_1_100.jl,10,1.01976523930368,false,-14.179042131697477,-13.678134758593256,true,true,10.000020000021332
unitbox_c_10_10_1_100.jl,10,1.7820908191067504,true,-14.179042131697477,-12.58471056580566,true,true,2.370000000000952
unitbox_c_10_10_1_100.jl,10,0.2013493518025661,false,-14.179042131697477,-14.076638352799183,true,true,10.000020000021332
unitbox_c_10_10_1_100.jl,10,0.05271755833691118,false,-14.179042131697477,-14.173573226840269,true,true,7.199999999985224
unitbox_c_10_10_1_100.jl,10,0.3840364874821698,false,-14.179042131697477,-13.945672798472934,true,true,10.000020000021332
unitbox_c_10_10_1_100.jl,10,1.5497682277611742,true,-14.179042131697477,-12.615739568943214,true,true,1.6799999999988
unitbox_c_10_10_1_100.jl,10,0.15109471415198852,false,-14.179042131697477,-14.155501877099246,true,true,5.639999999998097
unitbox_c_10_10_1_100.jl,10,0.03885025883423772,true,-14.179042131697477,-14.176728886669004,true,true,3.210000000006455
unitbox_c_10_10_1_100.jl,10,1.85512228478912,true,-14.179042131697477,-12.626027066717546,true,true,2.5200000000019345
unitbox_c_10_10_1_100.jl,10,0.5302428887138781,false,-14.179042131697477,-13.850495932077019,true,true,10.000020000021332
unitbox_c_10_10_1_100.jl,10,0.15484605266473264,false,-14.179042131697477,-14.14355787069994,true,true,10.000020000021332
unitbox_c_10_10_1_100.jl,10,1.651742627316134,false,-14.179042131697477,-12.77416033452685,true,true,10.000020000021332
unitbox_c_10_10_1_100.jl,10,1.024305464354054,false,-14.179042131697477,-13.799002970943333,false,true,8.789999999995493
unitbox_c_10_10_1_100.jl,10,0.042537101990873086,false,-14.179042131697477,-14.174756778120475,true,true,8.15999999998204
unitbox_c_10_10_1_100.jl,10,0.28676194057915927,true,-14.179042131697477,-14.121323411756986,false,true,2.880000000004293
unitbox_c_10_10_1_100.jl,10,0.18216727858549853,false,-14.179042131697477,-14.095320240633672,true,true,10.000020000021332
unitbox_c_10_10_1_100.jl,10,0.03817562213311091,false,-14.179042131697477,-14.176708334003406,true,true,3.6300000000092063
unitbox_c_10_10_1_100.jl,12,0.009642358215631112,true,-14.179042131697477,-14.17966482387378,false,false,3.1800000000062583
unitbox_c_10_10_1_100.jl,12,0.03617084370613499,true,-14.179042131697477,-14.177596346236289,true,true,4.20000000000998
unitbox_c_10_10_1_100.jl,12,0.025671352222219078,true,-14.179042131697477,-14.178023067684377,true,true,4.110000000010722
unitbox_c_10_10_1_100.jl,12,0.04840454483402989,false,-14.179042131697477,-14.176743767858365,true,true,6.239999999993146
unitbox_c_10_10_1_100.jl,12,0.05035239300986069,true,-14.179042131697477,-14.176947174365177,true,true,7.559999999982254
unitbox_c_10_10_1_100.jl,12,0.09733752900999042,true,-14.179042131697477,-14.173394356462245,true,true,4.740000000005524
unitbox_c_10_10_1_100.jl,12,0.013082392705575763,true,-14.179042131697477,-14.17797996118952,true,true,4.20000000000998
unitbox_c_10_10_1_100.jl,12,0.013488248606862707,true,-14.179042131697477,-14.17827762847408,true,true,2.0699999999989864
unitbox_c_10_10_1_100.jl,12,0.016848479193970756,false,-14.179042131697477,-14.180010946948617,false,true,7.559999999982254
unitbox_c_10_10_1_100.jl,12,0.015437583342454323,false,-14.179042131697477,-14.179841496578497,false,true,5.519999999999087
unitbox_c_10_10_1_100.jl,12,0.1360092788903551,true,-14.179042131697477,-14.167705164682648,true,true,5.160000000002058
unitbox_c_10_10_1_100.jl,12,0.03368891276957158,false,-14.179042131697477,-14.175976324241807,true,true,5.370000000000325
unitbox_c_10_10_1_100.jl,12,0.04238898255513882,false,-14.179042131697477,-14.1767826430952,true,true,10.000020000021332
unitbox_c_10_10_1_100.jl,12,0.04300580463051378,true,-14.179042131697477,-14.174302242706466,true,true,4.140000000010475
unitbox_c_10_10_1_100.jl,12,0.0713285337026664,true,-14.179042131697477,-14.175749934117016,true,true,3.0900000000056687
unitbox_c_10_10_1_100.jl,12,0.012667928477404621,true,-14.179042131697477,-14.179556552899474,false,true,3.0300000000052756
unitbox_c_10_10_1_100.jl,12,0.026769975036853466,true,-14.179042131697477,-14.178104433449706,true,true,4.530000000007257
unitbox_c_10_10_1_100.jl,12,0.044783623727416816,true,-14.179042131697477,-14.180868848827137,false,true,4.6500000000062665
unitbox_c_10_10_1_100.jl,12,0.0509080018291946,false,-14.179042131697477,-14.177168236550019,true,true,4.980000000003543
unitbox_c_10_10_1_100.jl,12,0.03618174189314711,true,-14.179042131697477,-14.177416806822478,true,true,5.400000000000078
unitbox_c_10_10_1_100.jl,12,0.055313074550839385,false,-14.179042131697477,-14.181468875104063,false,true,3.720000000009796
unitbox_c_10_10_1_50.jl,6,1.7320128564329975,true,-7.380000185475224,-6.579781456940871,true,false,2.5200000000019345
unitbox_c_10_10_1_50.jl,6,1.0005076777581978,false,-7.380000185475224,-6.559251996190038,false,true,10.000020000021332
unitbox_c_10_10_1_50.jl,6,2.6457513330268982,true,-7.380000185475224,-2.58,true,true,1.5299999999989276
unitbox_c_10_10_1_50.jl,6,2.6457513331996547,true,-7.380000185475224,-2.72,true,true,4.710000000005771
unitbox_c_10_10_1_50.jl,6,1.45996728323987,false,-7.380000185475224,-5.230685739203331,true,true,10.000020000021332
unitbox_c_10_10_1_50.jl,6,2.175398215431571,false,-7.380000185475224,-2.837711937393944,true,true,10.000020000021332
unitbox_c_10_10_1_50.jl,6,2.8284271484301073,true,-7.380000185475224,-2.2800000000000007,true,true,0.8399999999995142
unitbox_c_10_10_1_50.jl,6,1.5914364352286396,false,-7.380000185475224,-5.173433603367222,true,true,10.000020000021332
unitbox_c_10_10_1_50.jl,6,1.7350943653681161,false,-7.380000185475224,-2.9356185137358244,true,true,10.000020000021332
unitbox_c_10_10_1_50.jl,6,2.236173971693544,false,-7.380000185475224,-3.762786927104357,true,true,10.000020000021332
unitbox_c_10_10_1_50.jl,6,1.6481157447624077,false,-7.380000185475224,-3.9059090961037697,true,true,10.000020000021332
unitbox_c_10_10_1_50.jl,6,1.3153974916850313,false,-7.380000185475224,-4.242508340703792,true,true,10.000020000021332
unitbox_c_10_10_1_50.jl,6,1.4902402133233492,false,-7.380000185475224,-2.2616387719177906,false,true,10.000020000021332
unitbox_c_10_10_1_50.jl,6,2.682204133910197e-8,true,-7.380000185475224,-7.380000000000001,true,true,1.0199999999993612
unitbox_c_10_10_1_50.jl,6,1.1235894268346902,false,-7.380000185475224,-5.80544007014258,true,true,10.000020000021332
unitbox_c_10_10_1_50.jl,6,2.236067996165747,true,-7.380000185475224,-2.78,true,true,1.4099999999990296
unitbox_c_10_10_1_50.jl,6,2.5280176722189784,false,-7.380000185475224,-3.0049126326528444,true,true,10.000020000021332
unitbox_c_10_10_1_50.jl,6,1.7320508221016688,true,-7.380000185475224,-1.2700000000000005,true,true,3.6900000000095994
unitbox_c_10_10_1_50.jl,6,0.4532050980528499,false,-7.380000185475224,-6.373884702026431,true,true,10.000020000021332
unitbox_c_10_10_1_50.jl,6,2.0000000173167667,true,-7.380000185475224,-1.98,true,true,0.5699999999997438
unitbox_c_10_10_1_50.jl,6,2.682204133910197e-8,true,-7.380000185475224,-7.380000000000001,true,true,0.3599999999999223
unitbox_c_10_10_1_50.jl,10,1.4142135731728986,true,-7.380000185475224,-6.66,true,false,1.799999999998698
unitbox_c_10_10_1_50.jl,10,1.7290351823051657,true,-7.380000185475224,-6.580418590396936,true,true,2.9100000000044894
unitbox_c_10_10_1_50.jl,10,1.4142135731728986,true,-7.380000185475224,-6.66,true,true,5.699999999997602
unitbox_c_10_10_1_50.jl,10,2.682204133910197e-8,true,-7.380000185475224,-7.380000000000001,true,true,2.219999999999969
unitbox_c_10_10_1_50.jl,10,2.682204133910197e-8,true,-7.380000185475224,-7.380000000000001,true,true,0.7799999999995653
unitbox_c_10_10_1_50.jl,10,2.682204133910197e-8,true,-7.380000185475224,-7.380000000000001,true,true,1.0499999999993357
unitbox_c_10_10_1_50.jl,10,2.682204133910197e-8,true,-7.380000185475224,-7.380000000000001,true,true,0.6299999999996928
unitbox_c_10_10_1_50.jl,10,2.682204133910197e-8,true,-7.380000185475224,-7.380000000000001,true,true,3.3600000000074375
unitbox_c_10_10_1_50.jl,10,2.682204133910197e-8,true,-7.380000185475224,-7.380000000000001,true,true,0.8999999999994632
unitbox_c_10_10_1_50.jl,10,1.7320508202249572,true,-7.380000185475224,-6.580000000000001,true,true,6.389999999991908
unitbox_c_10_10_1_50.jl,10,2.682204133910197e-8,true,-7.380000185475224,-7.380000000000001,true,true,9.570000000012149
unitbox_c_10_10_1_50.jl,10,2.682204133910197e-8,true,-7.380000185475224,-7.380000000000001,true,true,1.499999999998953
unitbox_c_10_10_1_50.jl,10,1.4142135731728986,true,-7.380000185475224,-6.66,true,true,1.379999999999055
unitbox_c_10_10_1_50.jl,10,2.682204133910197e-8,true,-7.380000185475224,-7.380000000000001,true,true,1.499999999998953
unitbox_c_10_10_1_50.jl,10,2.828427148558135,true,-7.380000185475224,-2.95,true,true,2.5200000000019345
unitbox_c_10_10_1_50.jl,10,2.682204133910197e-8,true,-7.380000185475224,-7.380000000000001,true,true,1.4099999999990296
unitbox_c_10_10_1_50.jl,10,1.4142135731728986,true,-7.380000185475224,-6.66,true,true,3.5700000000088132
unitbox_c_10_10_1_50.jl,10,2.682204133910197e-8,true,-7.380000185475224,-7.380000000000001,true,true,2.670000000002917
unitbox_c_10_10_1_50.jl,10,1.4113963683550526,true,-7.380000185475224,-6.659840475461571,true,true,4.620000000006514
unitbox_c_10_10_1_50.jl,10,2.682204133910197e-8,true,-7.380000185475224,-7.380000000000001,true,true,7.109999999985967
unitbox_c_10_10_1_50.jl,10,1.4142135731728986,true,-7.380000185475224,-6.66,true,true,3.4800000000082236
unitbox_c_10_10_1_50.jl,12,1.4507314154202018,true,-7.380000185475224,-6.634123789478033,true,false,10.000020000021332
unitbox_c_10_10_1_50.jl,12,2.682204133910197e-8,true,-7.380000185475224,-7.380000000000001,true,true,2.7900000000037033
unitbox_c_10_10_1_50.jl,12,2.828427148558135,true,-7.380000185475224,-2.95,true,true,1.2299999999991826
unitbox_c_10_10_1_50.jl,12,1.1691324764518374,true,-7.380000185475224,-6.644227941676941,true,true,0.9599999999994122
unitbox_c_10_10_1_50.jl,12,1.7284046004134799,true,-7.380000185475224,-6.58050630539832,true,true,3.960000000011368
unitbox_c_10_10_1_50.jl,12,2.682204133910197e-8,true,-7.380000185475224,-7.380000000000001,true,true,1.8299999999986725
unitbox_c_10_10_1_50.jl,12,1.4142135731728986,true,-7.380000185475224,-6.66,true,true,8.489999999989086
unitbox_c_10_10_1_50.jl,12,1.7314003261809967,true,-7.380000185475224,-6.5800901689883835,true,true,2.3400000000007553
unitbox_c_10_10_1_50.jl,12,1.7155364978715346,true,-7.380000185475224,-6.582310755150685,true,true,2.490000000001738
