benchmark,bits,delay,distance,dual_status,ipopt_objective,objective,primal_status,random,time
unitbox_c_20_20_1_100.jl,10,0.001,1.0603902748539038,true,-28.190570483215524,-27.660000000000007,true,false,1.799999999998698
unitbox_c_20_20_1_100.jl,10,0.01,2.538213640870079,true,-28.190570483215524,-25.628981492161035,true,false,1.499999999998953
unitbox_c_20_20_1_100.jl,10,0.1,0.15098019896489848,false,-28.190570483215524,-27.990532394282297,true,false,10.000020000021332
unitbox_c_20_20_1_100.jl,10,0.2,1.2317435054218842,true,-28.190570483215524,-27.61122206350431,true,false,10.000020000021332
unitbox_c_20_20_1_100.jl,10,0.4,2.533563085476409,true,-28.190570483215524,-12.680000000000001,true,false,2.2500000000001656
unitbox_c_20_20_1_25.jl,10,0.001,3.4641016415583157,true,-12.820000327967328,-10.81,true,false,2.280000000000362
unitbox_c_20_20_1_25.jl,10,0.01,3.4641016415583157,true,-12.820000327967328,-10.81,true,false,5.639999999998097
unitbox_c_20_20_1_25.jl,10,0.1,2.742175016044527,true,-12.820000327967328,-9.202792195429849,true,false,2.3100000000005587
unitbox_c_20_20_1_25.jl,10,0.2,0.7638082150498072,true,-12.820000327967328,-12.430970556800736,true,false,2.7600000000035068
unitbox_c_20_20_1_25.jl,10,0.4,3.2086625001300293,true,-12.820000327967328,-10.286708585406558,true,false,10.000020000021332
unitbox_c_20_20_1_50.jl,10,0.001,0.11580646452551034,false,-25.54180157092706,-25.47258838695198,true,false,10.000020000021332
unitbox_c_20_20_1_50.jl,10,0.01,2.648959497730166,true,-25.54180157092706,-23.810000000000006,true,false,1.4099999999990296
unitbox_c_20_20_1_50.jl,10,0.1,1.7626029863398378,false,-25.54180157092706,-26.589133222656475,true,false,10.000020000021332
unitbox_c_20_20_1_50.jl,10,0.2,2.2398627692409487,true,-25.54180157092706,-26.340000000000003,true,false,1.979999999998545
unitbox_c_20_20_1_50.jl,10,0.4,2.1092681099182933,true,-25.54180157092706,-26.336572874111067,true,false,1.6499999999988255
unitbox_c_20_20_2_100.jl,10,0.001,2.7233349972100878,false,-18.87524671938841,-18.090214876597642,false,false,10.000020000021332
unitbox_c_20_20_2_100.jl,10,0.01,2.1117200316211258,false,-18.87524671938841,-17.008817902843877,false,false,10.000020000021332
unitbox_c_20_20_2_100.jl,10,0.1,0.47978585739544904,true,-18.87524671938841,-18.10446224531036,true,false,10.000020000021332
unitbox_c_20_20_2_100.jl,10,0.2,1.2405970427874482,true,-18.87524671938841,-17.520729892784423,true,false,3.000000000005079
unitbox_c_20_20_2_100.jl,10,0.4,0.89455593400836,true,-18.87524671938841,-15.100789889976468,true,false,10.000020000021332
unitbox_c_20_20_2_25.jl,10,0.001,3.00379632736734,false,-7.220000227323183,-6.0358298989228665,false,false,10.000020000021332
unitbox_c_20_20_2_25.jl,10,0.01,2.656131762425025,false,-7.220000227323183,-7.4246681537209,false,false,10.000020000021332
unitbox_c_20_20_2_25.jl,10,0.1,1.9970283976361012,false,-7.220000227323183,-8.04868794814591,false,false,10.000020000021332
unitbox_c_20_20_2_25.jl,10,0.2,2.645751317976997,true,-7.220000227323183,-9.879999999999997,true,false,3.3600000000074375
unitbox_c_20_20_2_25.jl,10,0.4,2.449845543722831,false,-7.220000227323183,-7.027036923270245,false,false,10.000020000021332
unitbox_c_20_20_2_50.jl,10,0.001,1.7320508197274593,true,-16.50000053357963,-17.03,true,false,4.560000000007009
unitbox_c_20_20_2_50.jl,10,0.01,3.31215962093615,true,-16.50000053357963,-6.510596423277799,true,false,4.710000000005771
unitbox_c_20_20_2_50.jl,10,0.1,2.6457513334139917,true,-16.50000053357963,-11.479999999999997,true,false,4.3200000000089895
unitbox_c_20_20_2_50.jl,10,0.2,2.645751332703422,true,-16.50000053357963,-16.419999999999998,true,false,6.359999999992156
unitbox_c_20_20_2_50.jl,10,0.4,3.881328293191794e-8,true,-16.50000053357963,-16.5,true,false,2.280000000000362
unitbox_c_20_20_3_100.jl,10,0.001,2.3843545275225124,true,-26.100000811830604,-22.511911148679893,true,false,6.839999999988195
unitbox_c_20_20_3_100.jl,10,0.01,2.3593127134075624,true,-26.100000811830604,-22.406731404241583,true,false,4.3200000000089895
unitbox_c_20_20_3_100.jl,10,0.1,1.4131736680882898,true,-26.100000811830604,-23.380046192021165,true,false,2.550000000002131
unitbox_c_20_20_3_100.jl,10,0.2,0.02364919203943204,true,-26.100000811830604,-26.099449972193813,true,false,2.219999999999969
unitbox_c_20_20_3_100.jl,10,0.4,0.027447649780860242,true,-26.100000811830604,-26.099259455192325,true,false,1.6499999999988255
unitbox_c_20_20_3_25.jl,10,0.001,1.7320507925640363,true,-22.120000444757924,-23.43,true,false,1.4099999999990296
unitbox_c_20_20_3_25.jl,10,0.01,0.42722356215106044,true,-22.120000444757924,-22.098638819901243,true,false,3.0300000000052756
unitbox_c_20_20_3_25.jl,10,0.1,1.7320507925640363,true,-22.120000444757924,-23.43,true,false,3.1500000000060617
unitbox_c_20_20_3_25.jl,10,0.2,0.08638848229788279,true,-22.120000444757924,-22.115680573893904,true,false,2.9700000000048825
unitbox_c_20_20_3_25.jl,10,0.4,1.0053947804007928,true,-22.120000444757924,-22.06583947265326,true,false,3.5700000000088132
unitbox_c_20_20_3_50.jl,10,0.001,2.6457512852391543,true,-15.370000487235615,-18.54,true,false,1.2599999999991571
unitbox_c_20_20_3_50.jl,10,0.01,2.6457512852391543,true,-15.370000487235615,-18.54,true,false,2.159999999999576
unitbox_c_20_20_3_50.jl,10,0.1,2.236067940860605,true,-15.370000487235615,-15.679999999999994,true,false,1.5899999999988765
unitbox_c_20_20_3_50.jl,10,0.2,2.6457512852391543,true,-15.370000487235615,-18.54,true,false,3.270000000006848
unitbox_c_20_20_3_50.jl,10,0.4,1.2016562771790935e-7,true,-15.370000487235615,-15.369999999999996,true,false,1.8299999999986725
unitbox_c_20_30_1_100.jl,10,0.001,1.5869100679289925,true,-14.761886857197618,-15.320826447443988,true,false,3.330000000007241
unitbox_c_20_30_1_100.jl,10,0.01,3.273457592779906,true,-14.761886857197618,-17.080000000000002,true,false,4.230000000009732
unitbox_c_20_30_1_100.jl,10,0.1,2.292086411997973,true,-14.761886857197618,-12.554936572935304,true,false,4.20000000000998
unitbox_c_20_30_1_100.jl,10,0.2,0.04484455363230636,true,-14.761886857197618,-14.760666345825845,true,false,3.6300000000092063
unitbox_c_20_30_1_100.jl,10,0.4,2.4950100557676875,true,-14.761886857197618,-13.557056429147204,true,false,5.250000000001315
unitbox_c_20_30_1_25.jl,10,0.001,0.01568528218374065,false,-13.357097107414683,-13.368390243989479,false,false,10.000020000021332
unitbox_c_20_30_1_25.jl,10,0.01,3.045688070763572,false,-13.357097107414683,-7.840203580879562,false,false,10.000020000021332
unitbox_c_20_30_1_25.jl,10,0.1,0.12903216553162603,false,-13.357097107414683,-13.450000000000001,false,false,10.000020000021332
unitbox_c_20_30_1_25.jl,10,0.2,0.12903216553162603,false,-13.357097107414683,-13.450000000000001,false,false,10.000020000021332
unitbox_c_20_30_1_25.jl,10,0.4,2.104741875446041,true,-13.357097107414683,-12.49571761003433,false,false,10.000020000021332
unitbox_c_20_30_1_50.jl,10,0.001,3.9440544992321725e-8,true,-20.09000056450875,-20.09,true,false,4.740000000005524
unitbox_c_20_30_1_50.jl,10,0.01,3.9440544992321725e-8,true,-20.09000056450875,-20.09,true,false,5.879999999996117
unitbox_c_20_30_1_50.jl,10,0.1,3.9440544992321725e-8,true,-20.09000056450875,-20.09,true,false,1.859999999998647
unitbox_c_20_30_1_50.jl,10,0.2,2.1210798026399793,true,-20.09000056450875,-16.962297674019382,true,false,10.000020000021332
unitbox_c_20_30_1_50.jl,10,0.4,2.249030952791488,true,-20.09000056450875,-16.86007442248612,true,false,10.000020000021332
