dual_feasibility,objective,primal_feasibility,t,v1,v2,v3,v4,v5,v6
0.0,8923.599563383017,0.3236281202756224,0.0,0.05408429606356524,0.600192181726362,0.739548170119126,0.7843193929692023,0.35516365906287106,0.3706156682325411
1.664424018569328e-8,8883.571057070174,0.3243606612359057,1.4717182737204657e-7,0.055021059607684004,0.5996421304236108,0.738352692623812,0.7825430629851962,0.35506147944423333,0.37095869834854733
1.9409547864043836e-7,8500.927561941704,0.3313896399752949,1.6188901010925122e-6,0.06424193849037298,0.5943501285749839,0.7266799183493201,0.7651952054790864,0.35405971909778894,0.3744281905960928
3.7484295550883347e-6,5875.992431994593,0.47235362314283275,1.633607283829717e-5,0.14511520833107533,0.5571013778625871,0.6314576775750586,0.6234662263890581,0.3455459964788824,0.41187813383135513
0.00012039933408272173,1943.6654688165484,1.4889514846625418,8.992198652432045e-5,0.40973294065955274,0.5407195106771587,0.3996876126800797,0.28207915254808186,0.3163555057879107,0.6169639850061182
0.000753071838202021,479.1096360869319,2.514778239728015,0.00019956693310568027,0.6189836004338977,0.655818566983276,0.2961189705729675,0.1537923053301428,0.27669949049050097,0.8796247508672448
0.0017038896330150179,84.29797305193733,3.0996184420138144,0.00028865020748685256,0.7018059393633458,0.7410145885564987,0.2655890276500526,0.13759773241021564,0.24548822261803271,1.0141811917054069
0.008510304444798177,-58.197643720507266,3.80516634965314,0.0007657224708556146,0.7717654558659405,0.8535009025968098,0.23370417539875366,0.14554736653540762,0.1913896825372386,1.1610252206304725
0.016737237003377252,-61.03395886404234,3.7111373092993727,0.0013745983264757356,0.761641252668504,0.8396694114872228,0.23626396326050472,0.14413982928876515,0.19625135655602782,1.1423611601372834
0.04797726763371915,-61.00699564327012,3.7289723445950855,0.003622152779300175,0.7633527456306017,0.8424150305599771,0.23570758289286137,0.143869913967011,0.19510480465701208,1.1458555450623567
0.12272895425805014,-61.02437935360885,3.726841362532485,0.00901751021848984,0.7626915808349908,0.8423852822918194,0.23578002709586496,0.14275569664359103,0.19484758270131006,1.1452860013143247
0.3689956589761697,-61.02398141351972,3.727814733235479,0.02677645870900147,0.7615049480330508,0.8436345820996755,0.23590259962467003,0.13951984850546384,0.19360733174872755,1.1449203911800787
1.3219377503205225,-61.02639435492787,3.728995084663782,0.09545396286475234,0.7595914820034859,0.8493528309567793,0.23838215938623292,0.1303643960576294,0.1904810223406078,1.1416682343183306
2.273658995575913,-61.02835207635664,3.727299123122264,0.1641314670205032,0.7618612233985192,0.856693221818313,0.2439917390733277,0.12614756195619134,0.18967764743085866,1.1357491435243234
3.33147519688017,-61.03009185585806,3.7223764613255543,0.2408028805875518,0.7689662068651778,0.8667470485690532,0.2539206312253076,0.12653675922996244,0.1911547608534508,1.1263222681581904
4.348719879643091,-61.031373967131344,3.7151399289140974,0.3150599030996013,0.7799429829230602,0.8782265864844346,0.2671199723406193,0.13116137746722298,0.19458306873832512,1.1149334247329428
