benchmark,bits,dual_status,ipopt_objective,objective,primal_status,random,time
unitbox_c_10_10_1_100.jl,32,true,-14.179042131697477,-14.178911886652358,true,true,4.20000000000998
unitbox_c_10_10_1_100.jl,32,true,-14.179042131697477,-14.178994944109114,true,true,5.070000000002801
unitbox_c_10_10_1_100.jl,32,true,-14.179042131697477,-14.179028686551375,true,true,4.410000000008247
unitbox_c_10_10_1_100.jl,32,true,-14.179042131697477,-14.17890160510946,true,true,4.410000000008247
unitbox_c_10_10_1_100.jl,32,true,-14.179042131697477,-12.625600707683455,true,true,2.7600000000035068
unitbox_c_10_10_1_50.jl,0,true,-7.380000185475224,-6.637961913120951,true,false,10.000020000021332
unitbox_c_10_10_1_50.jl,0,true,-7.380000185475224,-7.380000000000001,true,true,0.6899999999996418
unitbox_c_10_10_1_50.jl,0,true,-7.380000185475224,-7.380000000000001,true,true,0.9599999999994122
unitbox_c_10_10_1_50.jl,0,true,-7.380000185475224,-7.380000000000001,true,true,1.2599999999991571
unitbox_c_10_10_1_50.jl,0,true,-7.380000185475224,-6.66,true,true,7.319999999984234
unitbox_c_10_10_1_50.jl,0,true,-7.380000185475224,-6.66,true,true,5.040000000003048
unitbox_c_10_10_1_50.jl,0,true,-7.380000185475224,-7.380000000000001,true,true,0.9899999999993867
unitbox_c_10_10_1_50.jl,0,true,-7.380000185475224,-6.66,true,true,5.4599999999995825
unitbox_c_10_10_1_50.jl,0,true,-7.380000185475224,-6.644371436367819,true,true,1.379999999999055
unitbox_c_10_10_1_50.jl,0,true,-7.380000185475224,-6.6251561642276116,true,true,10.000020000021332
unitbox_c_10_10_1_50.jl,0,true,-7.380000185475224,-6.600522896216441,true,true,10.000020000021332
unitbox_c_10_10_1_50.jl,0,true,-7.380000185475224,-2.95,true,true,1.7099999999987745
unitbox_c_10_10_1_50.jl,0,true,-7.380000185475224,-6.66,true,true,7.199999999985224
unitbox_c_10_10_1_50.jl,0,true,-7.380000185475224,-6.634627740190232,true,true,10.000020000021332
unitbox_c_10_10_1_50.jl,0,true,-7.380000185475224,-7.380000000000001,true,true,1.439999999999004
unitbox_c_10_10_1_50.jl,0,true,-7.380000185475224,-7.380000000000001,true,true,1.5899999999988765
unitbox_c_10_10_1_50.jl,0,true,-7.380000185475224,-6.66,true,true,2.280000000000362
unitbox_c_10_10_1_50.jl,0,true,-7.380000185475224,-6.643338378587762,true,true,10.000020000021332
unitbox_c_10_10_1_50.jl,0,true,-7.380000185475224,-6.650531078449942,true,true,1.559999999998902
unitbox_c_10_10_1_50.jl,0,true,-7.380000185475224,-6.648443525758518,true,true,1.4699999999989786
unitbox_c_10_10_1_50.jl,0,true,-7.380000185475224,-6.638432885995099,true,true,10.000020000021332
unitbox_c_10_10_1_50.jl,8,true,-7.380000185475224,-6.580000000000001,true,false,1.1699999999992337
unitbox_c_10_10_1_50.jl,8,true,-7.380000185475224,-6.060000000000001,true,true,0.7799999999995653
unitbox_c_10_10_1_50.jl,8,true,-7.380000185475224,-6.66,true,true,3.6000000000090098
unitbox_c_10_10_1_50.jl,8,false,-7.380000185475224,-7.3070161395831414,true,true,10.000020000021332
unitbox_c_10_10_1_50.jl,8,true,-7.380000185475224,-6.580000000000001,true,true,5.999999999995127
unitbox_c_10_10_1_50.jl,8,false,-7.380000185475224,-7.135643683260451,true,true,10.000020000021332
unitbox_c_10_10_1_50.jl,8,false,-7.380000185475224,-7.380000000000001,true,true,10.000020000021332
unitbox_c_10_10_1_50.jl,8,true,-7.380000185475224,-6.580000000000001,true,true,2.4000000000011483
unitbox_c_10_10_1_50.jl,8,true,-7.380000185475224,-6.580000000000001,true,true,5.250000000001315
unitbox_c_10_10_1_50.jl,8,true,-7.380000185475224,-6.578767747585823,true,true,3.450000000008027
unitbox_c_10_10_1_50.jl,8,true,-7.380000185475224,-6.580000000000001,true,true,1.859999999998647
unitbox_c_10_10_1_50.jl,8,false,-7.380000185475224,-7.3645957647414475,true,true,10.000020000021332
unitbox_c_10_10_1_50.jl,8,true,-7.380000185475224,-7.380000000000001,true,true,0.8999999999994632
unitbox_c_10_10_1_50.jl,8,true,-7.380000185475224,-6.580000000000001,true,true,1.799999999998698
unitbox_c_10_10_1_50.jl,8,true,-7.380000185475224,-7.380000000000001,true,true,3.210000000006455
unitbox_c_10_10_1_50.jl,8,false,-7.380000185475224,-6.648190781970552,true,true,10.000020000021332
unitbox_c_10_10_1_50.jl,8,false,-7.380000185475224,-6.202562086602665,true,true,10.000020000021332
unitbox_c_10_10_1_50.jl,8,true,-7.380000185475224,-7.380000000000001,true,true,1.559999999998902
unitbox_c_10_10_1_50.jl,8,true,-7.380000185475224,-6.629999999999998,false,true,6.569999999990423
unitbox_c_10_10_1_50.jl,8,true,-7.380000185475224,-6.580000000000001,true,true,2.099999999999183
